t,h10,h18
876,88727.49333333333,101867.72833333333
877,88743.11333333333,101869.13833333332
878,88686.93333333333,101927.02833333334
879,88635.91333333333,101986.38833333332
880,88657.34333333332,101983.35833333332
881,88655.84333333332,101920.79833333332
882,88635.62333333332,101972.26833333333
883,88586.07333333333,101949.59833333333
884,88589.65333333334,101933.56833333333
885,88634.00333333333,101901.40833333333
886,88682.29333333333,101893.87833333333
887,88675.85333333333,102009.75833333333
888,88651.07333333333,102023.01833333333
889,88658.91333333333,102149.53833333333
890,88653.31333333332,102161.99833333332
891,88599.08333333333,102071.23833333333
892,88656.83333333333,102082.67833333333
893,88698.23333333332,102027.15833333333
894,88751.55333333333,102074.89833333333
895,88731.61333333333,102122.40833333333
896,88611.67333333332,102142.37833333333
897,88611.33333333333,102161.23833333333
898,88704.18333333333,102120.90833333333
899,88707.30333333333,102112.16833333333
900,88974.43666666668,102239.91166666667
901,88954.23666666668,102250.77166666667
902,88983.04666666668,102202.68166666667
903,89055.53666666667,102214.39166666668
904,89182.52666666667,102238.54166666667
905,89124.60666666667,102138.49166666667
906,89064.39666666667,102145.91166666667
907,89026.86666666667,102106.29166666667
908,89130.55666666667,102086.26166666667
909,89155.21666666667,102009.04166666667
910,89102.53666666667,102034.84166666667
911,89018.71666666667,102064.94166666667
912,89020.40666666668,102043.56166666668
913,89099.11666666667,101992.94166666667
914,89117.34666666666,101946.22166666666
915,89055.51666666668,101909.18166666667
916,89089.10666666667,101949.51166666667
917,89074.71666666667,101932.51166666667
918,89177.36666666667,101882.34166666667
919,89178.81666666667,101924.82166666667
920,89198.95666666667,101887.11166666668
921,89129.24666666667,101840.33166666667
922,89080.52666666667,101841.85166666667
923,89020.45666666667,101723.83166666667
924,89133.60666666667,101670.24166666667
925,89198.54666666668,101744.31166666668
926,89219.91666666667,101634.38166666667
927,89095.79666666668,101546.27166666667
928,89017.62666666668,101497.82166666667
929,89054.30666666667,101482.46166666667
930,89062.39666666667,101419.83166666667
931,89144.15666666668,101338.64166666668
932,89137.35666666667,101308.02166666667
933,89087.94666666667,101315.01166666667
934,89076.92666666667,101327.01166666667
935,89049.85666666667,101396.99166666667
936,89020.39666666667,101492.65166666667
937,88996.50666666667,101545.60166666667
938,88989.41666666667,101511.31166666668
939,89009.62666666668,101535.64166666668
940,88979.39666666667,101500.70166666668
941,89051.77666666667,101376.60166666667
942,89071.76666666668,101372.56166666668
943,89069.61666666667,101292.28166666668
944,89024.10666666667,101174.27166666667
945,88994.99666666667,101117.28166666668
946,88999.89666666667,101057.29166666667
947,89033.04666666668,101022.10166666667
948,88998.52666666667,101004.05166666667
949,88904.21666666667,100943.62166666667
950,88828.01666666668,100914.01166666667
951,88781.08666666667,100945.53166666668
952,88707.38666666667,100985.79166666667
953,88698.89666666667,101005.06166666668
954,88707.18666666668,101006.18166666667
955,88679.25666666667,100987.31166666668
956,88650.69666666667,100899.70166666668
957,88675.66666666667,100821.15166666667
958,88746.08666666667,100827.98166666667
959,88786.60666666667,100676.82166666667
960,88890.52666666667,100617.03166666668
961,88863.58666666667,100497.36166666668
962,88953.39666666667,100459.24166666667
963,89013.64666666667,100572.29166666667
964,89145.20666666667,100614.70166666668
965,89038.66666666667,100670.97166666666
966,89048.96666666667,100825.04166666667
967,89104.26666666668,100855.95166666668
968,89139.14666666667,100967.43166666667
969,89130.07666666668,100928.54166666667
970,89063.17666666667,101015.30166666667
971,89101.98666666668,101200.65166666667
972,89079.01666666668,101315.57166666667
973,89113.62666666668,101400.48166666667
974,89115.38666666667,101501.84166666667
975,89135.56666666667,101469.83166666667
976,89185.63666666667,101491.22166666666
977,89249.37666666668,101609.32166666667
978,89285.92666666667,101628.52166666667
979,89261.99666666667,101568.23166666667
980,89279.70666666667,101532.33166666667
981,89311.91666666667,101514.78166666668
982,89179.76666666668,101535.11166666668
983,89089.47666666667,101561.11166666668
984,89091.99666666667,101641.25166666668
985,89008.23666666668,101678.56166666668
986,88982.53666666667,101686.29166666667
987,88975.28666666667,101778.54166666667
988,88964.01666666668,101806.54166666667
989,88924.98666666668,101794.66166666667
990,88915.05666666667,101791.85166666667
991,88844.21666666667,101776.83166666667
992,88741.17666666667,101842.30166666667
993,88728.82666666668,101806.16166666667
994,88668.25666666667,101802.17166666668
995,88706.22666666667,101797.20166666668
996,88827.78666666667,101789.79166666667
997,88840.86666666667,101762.63166666667
998,88842.37666666668,101702.38166666667
999,88915.27666666667,101676.27166666667
1000,88940.67666666667,101628.75166666668
1001,89030.77666666667,101613.75166666668
1002,89076.61666666667,101625.78166666668
1003,89184.50666666667,101636.43166666667
1004,89207.94666666667,101614.64166666668
1005,89170.48666666668,101579.62166666667
1006,89145.92666666667,101620.16166666667
1007,89147.50666666667,101715.94166666667
1008,89113.23666666668,101687.19166666667
1009,89143.36666666667,101665.38166666667
1010,89122.98666666668,101608.30166666667
1011,89129.07666666668,101602.67166666668
1012,89200.28666666667,101675.35166666667
1013,89208.61666666667,101566.43166666667
1014,89205.01666666668,101500.51166666667
1015,89183.24666666667,101490.17166666668
1016,89042.80666666667,101506.31166666668
1017,88981.73666666668,101462.95166666668
1018,88907.18666666668,101399.75166666668
1019,88910.53666666667,101472.67166666668
1020,89030.20666666667,101560.22166666666
1021,89106.13666666667,101553.79166666667
1022,89162.35666666667,101612.02166666667
1023,89137.12666666668,101572.96166666667
1024,89161.46666666667,101698.03166666668
1025,89130.23666666668,101670.62166666667
1026,89124.11666666667,101692.28166666668
1027,89000.62666666668,101670.24166666667
1028,88942.03666666667,101637.35166666667
1029,88910.51666666668,101677.82166666667
1030,88953.56666666667,101750.36166666668
1031,89136.03666666667,101868.75166666668
1032,89251.80666666667,101908.09166666667
1033,89167.69666666667,101838.86166666668
1034,89086.43666666668,101820.62166666667
1035,88927.62666666668,101800.64166666668
1036,88976.96666666667,101792.21166666667
1037,88944.02666666667,101763.60166666667
1038,89034.30666666667,101887.13166666667
1039,89099.64666666667,101976.84166666667
1040,89087.16666666667,101979.02166666667
1041,88995.27666666667,102081.34166666667
1042,88993.83666666667,102084.21166666667
1043,88967.73666666668,102004.11166666668
1044,88966.47666666667,102104.39166666668
1045,88948.30666666667,102177.16166666667
1046,88911.91666666667,102233.61166666668
1047,89025.81666666667,102330.41166666667
1048,89136.20666666667,102309.68166666667
1049,89008.87666666668,102321.78166666668
1050,89003.74666666667,102331.09166666667
1051,89053.42666666667,102380.12166666667
1052,89080.38666666667,102347.96166666667
1053,89057.85666666667,102321.36166666668
1054,89143.12666666668,102324.21166666667
1055,89176.29666666668,102356.05166666667
1056,89112.85666666667,102336.69166666667
1057,88993.77666666667,102323.86166666668
1058,89002.86666666667,102307.62166666667
1059,88985.84666666666,102302.42166666668
1060,88990.30666666667,102318.11166666668
1061,89007.86666666667,102439.09166666667
1062,88992.12666666668,102338.33166666667
1063,89003.44666666667,102296.31166666668
1064,88992.66666666667,102287.61166666668
1065,88936.51666666668,102178.48166666667
1066,88928.49666666667,102138.88166666667
1067,88942.17666666667,102043.79166666667
1068,88979.85666666667,101976.76166666667
1069,88974.74666666667,101847.22166666666
1070,88938.66666666667,101760.73166666667
1071,88896.35666666667,101720.87166666667
1072,88918.03666666667,101674.07166666667
1073,88927.13666666667,101616.30166666667
1074,88996.10666666667,101533.57166666667
1075,89054.11666666667,101452.19166666667
1076,88973.57666666668,101485.39166666668
1077,88961.89666666667,101519.49166666667
1078,88929.38666666667,101472.07166666667
1079,89020.09666666666,101538.64166666668
1080,89002.07666666668,101533.16166666667
1081,88954.47666666667,101565.94166666667
1082,88974.31666666667,101612.69166666667
1083,89078.88666666667,101592.62166666667
1084,89098.98666666668,101616.06166666668
1085,89133.22666666667,101633.76166666667
1086,89078.09666666666,101620.44166666667
1087,89073.91666666667,101563.45166666668
1088,89022.96666666667,101592.23166666667
1089,89060.00666666667,101580.32166666667
1090,89033.00666666667,101575.44166666667
1091,89079.71666666667,101633.64166666668
1092,89063.21666666667,101646.56166666668
1093,89112.09666666666,101555.72166666666
1094,89123.50666666667,101516.47166666666
1095,89074.15666666668,101476.25166666668
1096,89063.13666666667,101397.66166666667
1097,89098.24666666667,101344.15166666667
1098,89098.71666666667,101360.31166666668
1099,89104.41666666667,101372.52166666667
1100,89166.36666666667,101387.28166666668
1101,89190.96666666667,101432.48166666667
1102,89181.35666666667,101388.46166666667
1103,89137.97666666667,101387.15166666667
1104,89115.07666666668,101510.34166666667
1105,89094.51666666668,101520.99166666667
1106,89153.96666666667,101505.17166666668
1107,89157.80666666667,101549.38166666667
1108,89090.49666666667,101580.94166666667
1109,89083.18666666668,101598.17166666668
1110,89079.20666666667,101577.19166666667
1111,89129.64666666667,101626.70166666668
1112,89152.11666666667,101546.34166666667
1113,89150.50666666667,101479.19166666667
1114,89192.04666666668,101444.14166666668
1115,89146.32666666668,101486.33166666667
1116,89160.15666666668,101566.96166666667
1117,89149.99666666667,101606.94166666667
1118,89203.31666666667,101527.15166666667
1119,89182.46666666667,101515.84166666667
1120,89146.88666666667,101593.74166666667
1121,89099.83666666667,101552.24166666667
1122,89175.84666666666,101568.70166666668
1123,89222.16666666667,101576.91166666667
1124,89165.73666666668,101562.80166666667
1125,89059.86666666667,101692.22166666666
1126,89085.45666666667,101706.03166666668
1127,89026.41666666667,101792.41166666667
1128,89007.27666666667,101780.85166666667
1129,88991.87666666668,101733.93166666667
1130,89080.40666666668,101690.44166666667
1131,89027.88666666667,101629.43166666667
1132,88995.36666666667,101626.39166666668
1133,88949.72666666667,101695.69166666667
1134,88950.13666666667,101787.31166666668
1135,88934.75666666667,101750.46166666667
1136,88937.17666666667,101644.47166666666
1137,88962.90666666668,101563.58166666667
1138,89016.42666666667,101599.00166666668
1139,88942.92666666667,101661.35166666667
1140,88893.83666666667,101606.05166666667
1141,88870.92666666667,101572.62166666667
1142,88836.18666666668,101591.66166666667
1143,88873.64666666667,101683.04166666667
1144,88922.30666666667,101707.79166666667
1145,88957.96666666667,101692.09166666667
1146,89016.14666666667,101657.92166666668
1147,89050.77666666667,101656.68166666667
1148,89029.93666666668,101637.38166666667
1149,88991.69666666667,101571.74166666667
1150,88951.13666666667,101560.53166666668
1151,88974.68666666668,101671.66166666667
1152,89012.29666666668,101721.29166666667
1153,88937.45666666667,101699.45166666668
1154,88949.08666666667,101724.29166666667
1155,88964.62666666668,101727.92166666668
1156,88917.60666666667,101733.11166666668
1157,88953.09666666666,101649.85166666667
1158,88913.49666666667,101560.75166666668
1159,88917.92666666667,101606.38166666667
1160,88809.16666666667,101606.85166666667
1161,88751.53666666667,101631.39166666668
1162,88698.28666666667,101672.60166666667
1163,88774.13666666667,101706.85166666667
1164,88800.21666666667,101736.20166666668
1165,88775.08666666667,101696.98166666667
1166,88759.98666666668,101633.43166666667
1167,88737.98666666668,101620.92166666668
1168,88710.32666666668,101737.45166666668
1169,88781.84666666666,101736.94166666667
1170,88797.53666666667,101733.27166666667
1171,88852.14666666667,101712.15166666667
1172,88875.72666666667,101636.94166666667
1173,88917.66666666667,101584.07166666667
1174,88918.26666666668,101605.84166666667
1175,88973.80666666667,101617.31166666668
1176,88975.06666666667,101495.14166666668
1177,88910.17666666667,101508.48166666667
1178,88950.67666666667,101546.34166666667
1179,88921.72666666667,101583.24166666667
1180,89193.06666666667,101621.70166666668
1181,89324.46666666667,101587.76166666667
1182,89335.35666666667,101647.66166666667
1183,89419.28666666667,102002.87166666667
1184,89348.20666666667,102102.55166666667
1185,89392.37666666668,102018.60166666667
1186,89444.35666666667,101951.47166666666
1187,89411.18666666668,102057.22166666666
1188,89436.60666666667,102065.74166666667
1189,89432.07666666668,101939.14166666668
1190,89362.81666666667,101916.60166666667
1191,89315.24666666667,101920.70166666668
1192,89203.65666666668,101917.29166666667
1193,89104.30666666667,101884.05166666667
1194,89080.36666666667,101860.34166666667
1195,89000.00666666667,101793.21166666667
1196,88964.15666666668,101826.33166666667
1197,88957.66666666667,101807.37166666667
1198,88898.66666666667,101788.91166666667
1199,88943.32666666668,101680.66166666667
1200,89488.25833333333,101762.43166666667
1201,89479.36833333333,101676.97166666666
1202,89441.69833333333,101632.55166666667
1203,89399.88833333332,101647.65166666667
1204,89452.52833333334,101609.13166666667
1205,89382.19833333333,101566.63166666667
1206,89414.52833333334,101645.46166666667
1207,89521.46833333332,101612.25166666668
1208,89528.92833333333,101529.13166666667
1209,89546.62833333333,101507.16166666667
1210,89487.02833333334,101534.13166666667
1211,89417.97833333333,101522.95166666668
1212,89431.35833333332,101501.43166666667
1213,89424.99833333332,101498.63166666667
1214,89477.11833333333,101512.29166666667
1215,89531.28833333333,101519.10166666667
1216,89495.92833333333,101561.08166666667
1217,89505.65833333333,101460.43166666667
1218,89510.16833333333,101440.24166666667
1219,89497.28833333333,101355.95166666668
1220,89546.31833333333,101365.18166666667
1221,89539.82833333332,101384.56166666668
1222,89577.91833333333,101489.55166666667
1223,89498.39833333333,101467.86166666668
1224,89428.16833333333,101433.95166666668
1225,89362.41833333333,101412.03166666668
1226,89296.98833333333,101296.23166666667
1227,89367.69833333333,101185.17166666668
1228,89389.02833333334,101236.83166666667
1229,89341.16833333333,101265.73166666667
1230,89284.89833333333,101319.96166666667
1231,89152.30833333333,101382.14166666668
1232,89050.42833333333,101583.76166666667
1233,88988.41833333333,101556.15166666667
1234,88998.24833333332,101559.15166666667
1235,88989.03833333333,101504.39166666668
1236,89077.41833333333,101555.62166666667
1237,89094.31833333333,101566.52166666667
1238,89168.90833333333,101542.99166666667
1239,89311.20833333333,101569.18166666667
1240,89345.98833333333,101582.96166666667
1241,89324.57833333332,101510.13166666667
1242,89259.09833333333,101493.73166666667
1243,89282.71833333332,101636.29166666667
1244,89401.88833333332,101653.37166666667
1245,89498.27833333334,101682.62166666667
1246,89556.63833333332,101717.49166666667
1247,89637.67833333333,101738.79166666667
1248,89639.87833333333,101786.83166666667
1249,89665.96833333332,101808.59166666667
1250,89651.85833333332,101815.81166666668
1251,89672.58833333333,101835.28166666668
1252,89686.18833333332,101754.50166666668
1253,89705.23833333333,101702.27166666667
1254,89658.61833333333,101724.71166666667
1255,89652.12833333333,101757.79166666667
1256,89612.19833333333,101798.25166666668
1257,89663.76833333333,101801.70166666668
1258,89697.67833333333,101800.33166666667
1259,89671.68833333332,101809.81166666668
1260,89717.91833333333,101797.91166666667
1261,89640.02833333334,101790.35166666667
1262,89664.09833333333,101855.96166666667
1263,89689.74833333332,101835.20166666668
1264,89711.46833333332,101897.58166666667
1265,89736.15833333333,101867.30166666667
1266,89776.56833333333,101852.99166666667
1267,89788.40833333333,101842.55166666667
1268,89764.17833333333,101821.68166666667
1269,89740.32833333332,101845.31166666668
1270,89754.11833333333,101855.94166666667
1271,89652.78833333333,101859.34166666667
1272,89511.81833333333,101812.67166666668
1273,89384.70833333333,101807.86166666668
1274,89460.00833333333,101833.87166666667
1275,89587.07833333332,101812.05166666667
1276,89676.27833333334,101741.89166666668
1277,89598.83833333333,101718.22166666666
1278,89571.39833333333,101724.83166666667
1279,89615.62833333333,101732.47166666666
1280,89610.25833333333,101729.54166666667
1281,89551.79833333332,101683.19166666667
1282,89526.36833333333,101693.54166666667
1283,89464.45833333333,101678.82166666667
1284,89510.25833333333,101706.00166666668
1285,89567.58833333333,101718.56166666668
1286,89541.53833333333,101871.31166666668
1287,89582.76833333333,101851.91166666667
1288,89527.14833333333,101857.25166666668
1289,89455.67833333333,101857.54166666667
1290,89399.24833333332,101819.92166666668
1291,89376.83833333333,101818.29166666667
1292,89380.85833333332,101897.84166666667
1293,89372.15833333333,101937.75166666668
1294,89406.22833333333,102058.91166666667
1295,89507.23833333333,102036.48166666667
1296,89578.36833333333,102022.08166666667
1297,89511.50833333333,102016.92166666668
1298,89502.80833333333,101976.16166666667
1299,89495.14833333333,101957.52166666667
1300,89485.11833333333,101933.44166666667
1301,89460.34833333333,101958.41166666667
1302,89486.01833333333,101993.11166666668
1303,89444.39833333333,101958.17166666668
1304,89464.44833333333,101911.23166666667
1305,89450.42833333333,101928.15166666667
1306,89492.20833333333,101842.74166666667
1307,89581.27833333334,101673.26166666667
1308,89669.18833333332,101742.22166666666
1309,89650.50833333333,101843.88166666667
1310,89617.42833333333,101917.67166666668
1311,89601.48833333333,101921.34166666667
1312,89592.87833333333,101867.81166666668
1313,89528.94833333333,101909.51166666667
1314,89650.12833333333,101937.16166666667
1315,89660.51833333333,101852.41166666667
1316,89698.24833333332,101820.01166666667
1317,89623.18833333332,101814.63166666667
1318,89603.89833333333,101827.90166666667
1319,89695.09833333333,101925.81166666668
1320,89690.05833333333,101876.40166666667
1321,89642.44833333333,101872.81166666668
1322,89658.43833333332,101871.94166666667
1323,89712.40833333333,101775.37166666667
1324,89785.40833333333,101733.99166666667
1325,89813.20833333333,101721.47166666666
1326,89787.91833333333,101692.77166666667
1327,89849.56833333333,101710.51166666667
1328,89820.97833333333,101730.04166666667
1329,89805.38833333332,101704.51166666667
1330,89823.19833333333,101742.48166666667
1331,89822.09833333333,101710.17166666668
1332,89775.82833333332,101620.72166666666
1333,89713.01833333333,101642.29166666667
1334,89777.75833333333,101599.21166666667
1335,89721.05833333333,101620.72166666666
1336,89679.02833333334,101611.35166666667
1337,89686.78833333333,101603.71166666667
1338,89689.68833333332,101645.28166666668
1339,89686.52833333334,101665.16166666667
1340,89649.96833333332,101669.32166666667
1341,89719.35833333332,101571.00166666668
1342,89785.98833333333,101499.81166666668
1343,89767.50833333333,101531.84166666667
1344,89694.69833333333,101529.73166666667
1345,89687.09833333333,101540.20166666668
1346,89733.66833333333,101555.31166666668
1347,89678.06833333333,101634.01166666667
1348,89674.76833333333,101624.15166666667
1349,89698.52833333334,101575.43166666667
1350,89679.53833333333,101520.66166666667
1351,89583.04833333332,101513.82166666667
1352,89638.69833333333,101556.10166666667
1353,89689.30833333333,101509.31166666668
1354,89829.36833333333,101543.57166666667
1355,89891.19833333333,101429.63166666667
1356,89991.37833333333,101347.10166666667
1357,89932.75833333333,101276.95166666668
1358,89945.52833333334,101193.73166666667
1359,89935.49833333332,101165.72166666666
1360,89975.62833333333,101234.65166666667
1361,89888.10833333332,101337.53166666668
1362,89837.95833333333,101327.82166666667
1363,89858.91833333333,101375.18166666667
1364,89920.12833333333,101443.33166666667
1365,89888.65833333333,101446.39166666668
1366,89881.84833333333,101485.38166666667
1367,89854.10833333332,101540.61166666668
1368,89839.79833333332,101533.98166666667
1369,89814.40833333333,101465.15166666667
1370,89884.04833333332,101464.63166666667
1371,89871.55833333333,101512.67166666668
1372,89719.96833333332,101540.22166666666
1373,89697.54833333332,101593.12166666667
1374,89707.28833333333,101607.25166666668
1375,89804.79833333332,101596.82166666667
1376,89820.90833333333,101627.95166666668
1377,89764.44833333333,101643.57166666667
1378,89867.69833333333,101587.39166666668
1379,89905.44833333333,101536.37166666667
1380,89938.64833333333,101557.80166666667
1381,89873.01833333333,101556.30166666667
1382,89848.12833333333,101536.08166666667
1383,89806.61833333333,101486.53166666668
1384,89854.72833333333,101490.11166666668
1385,89884.72833333333,101534.46166666667
1386,89942.15833333333,101582.75166666668
1387,89965.37833333333,101576.31166666668
1388,89915.99833333332,101551.53166666668
1389,89853.12833333333,101559.37166666667
1390,89892.46833333332,101553.77166666667
1391,89964.50833333333,101499.54166666667
1392,89963.96833333332,101557.29166666667
1393,90012.44833333333,101598.69166666667
1394,89991.45833333333,101652.01166666667
1395,90002.18833333332,101632.07166666667
1396,89909.18833333332,101512.13166666667
1397,89892.10833333332,101511.79166666667
1398,89777.01833333333,101604.64166666668
1399,89894.53833333333,101607.76166666667
1400,89960.77833333334,101471.56166666668
1401,89944.67833333333,101451.36166666668
1402,89890.50833333333,101480.17166666668
1403,89821.34833333333,101552.66166666667
1404,89721.33833333333,101679.65166666667
1405,89716.00833333333,101621.73166666667
1406,89629.76833333333,101561.52166666667
1407,89625.42833333333,101523.99166666667
1408,89625.28833333333,101627.68166666667
1409,89592.43833333332,101652.34166666667
1410,89592.50833333333,101599.66166666667
1411,89529.32833333332,101515.84166666667
1412,89456.87833333333,101517.53166666668
1413,89383.44833333333,101596.24166666667
1414,89261.06833333333,101614.47166666666
1415,89269.58833333333,101552.64166666668
1416,89154.20833333333,101586.23166666667
1417,89154.03833333333,101571.84166666667
1418,89057.55833333333,101674.49166666667
1419,89035.07833333332,101675.94166666667
1420,88910.74833333332,101696.08166666667
1421,88824.14833333333,101626.37166666667
1422,88830.83833333333,101577.65166666667
1423,88826.62833333333,101517.58166666667
1424,88898.27833333334,101630.73166666667
1425,88823.95833333333,101695.67166666668
1426,88783.50833333333,101717.04166666667
1427,88851.32833333332,101592.92166666668
1428,88957.44833333333,101514.75166666668
1429,88953.26833333333,101551.43166666667
1430,88998.70833333333,101559.52166666667
1431,89091.48833333333,101641.28166666668
1432,89106.74833333332,101634.48166666667
1433,89132.50833333333,101585.07166666667
1434,89161.80833333333,101574.05166666667
1435,89383.52833333334,101546.98166666667
1436,89445.32833333332,101517.52166666667
1437,89474.87833333333,101493.63166666667
1438,89518.48833333333,101486.54166666667
1439,89575.84833333333,101506.75166666668
1440,89487.01833333333,101476.52166666667
1441,89416.31833333333,101548.90166666667
1442,89498.47833333333,101568.89166666668
1443,89616.84833333333,101566.74166666667
1444,89728.03833333333,101521.23166666667
1445,89740.18833333332,101492.12166666667
1446,89861.94833333333,101497.02166666667
1447,89741.81833333333,101530.17166666668
1448,89890.83833333333,101495.65166666667
1449,89886.80833333333,101401.34166666667
1450,89944.02833333334,101325.14166666668
1451,90002.26833333333,101278.21166666667
1452,90067.65833333333,101204.51166666667
1453,89959.42833333333,101196.02166666667
1454,89895.78833333333,101204.31166666668
1455,89805.22833333333,101176.38166666667
1456,89817.86833333333,101147.82166666667
1457,89706.11833333333,101172.79166666667
1458,89634.18833333332,101243.21166666667
1459,89651.94833333333,101283.73166666667
1460,89545.28833333333,101387.65166666667
1461,89448.64833333333,101360.71166666667
1462,89439.72833333333,101450.52166666667
1463,89516.72833333333,101510.77166666667
1464,89520.94833333333,101642.33166666667
1465,89473.61833333333,101535.79166666667
1466,89511.16833333333,101546.09166666667
1467,89428.24833333332,101601.39166666668
1468,89372.81833333333,101636.27166666667
1469,89395.94833333333,101627.20166666668
1470,89424.24833333332,101560.30166666667
1471,89589.10833333332,101599.11166666668
1472,89618.18833333332,101576.14166666668
1473,89562.18833333332,101610.75166666668
1474,89573.09833333333,101612.51166666667
1475,89561.38833333332,101632.69166666667
1476,89512.27833333334,101682.76166666667
1477,89545.98833333333,101746.50166666668
1478,89535.05833333333,101783.05166666667
1479,89545.91833333333,101759.12166666667
1480,89494.49833333332,101776.83166666667
1481,89507.08833333333,101809.04166666667
1482,89687.76833333333,101676.89166666668
1483,89756.39833333333,101586.60166666667
1484,89696.93833333332,101589.12166666667
1485,89618.91833333333,101505.36166666668
1486,89584.43833333332,101479.66166666667
1487,89655.50833333333,101472.41166666667
1488,89641.97833333333,101461.14166666668
1489,89662.36833333333,101422.11166666668
1490,89625.84833333333,101412.18166666667
1491,89617.57833333332,101341.34166666667
1492,89663.85833333332,101238.30166666667
1493,89692.27833333334,101225.95166666668
1494,89690.81833333333,101165.38166666667
1495,89603.50833333333,101203.35166666667
1496,89569.32833333332,101324.91166666667
1497,89596.42833333333,101337.99166666667
1498,89654.61833333333,101339.50166666668
1499,89738.96833333332,101412.40166666667
1500,90155.35833333332,101411.885
1501,90114.33833333333,101501.985
1502,90193.95833333333,101547.825
1503,90220.81833333333,101655.715
1504,90143.82833333332,101679.155
1505,90173.71833333332,101641.695
1506,90206.88833333332,101617.135
1507,90225.69833333333,101618.715
1508,90197.52833333334,101584.445
1509,90160.76833333333,101614.575
1510,90195.02833333334,101594.195
1511,90173.12833333333,101600.285
1512,90108.66833333333,101671.495
1513,90040.29833333332,101679.825
1514,90158.06833333333,101676.225
1515,90232.23833333333,101654.455
1516,90179.54833333332,101514.015
1517,90144.17833333333,101452.945
1518,90134.80833333333,101378.395
1519,90086.13833333332,101381.745
1520,90062.14833333333,101501.415
1521,90081.95833333333,101577.345
1522,90086.56833333333,101633.565
1523,90112.45833333333,101608.335
1524,90084.11833333333,101632.675
1525,90111.41833333333,101601.445
1526,90144.25833333333,101595.325
1527,90062.59833333333,101471.835
1528,89960.50833333333,101413.245
1529,89906.13833333332,101381.725
1530,89915.65833333333,101424.775
1531,89827.27833333334,101607.245
1532,89799.43833333332,101723.015
1533,89724.65833333333,101638.905
1534,89797.04833333332,101557.645
1535,89955.93833333332,101398.835
1536,89991.72833333333,101448.175
1537,89944.80833333333,101415.235
1538,89832.14833333333,101505.515
1539,89893.15833333333,101570.855
1540,89844.16833333333,101558.375
1541,89781.42833333333,101466.485
1542,89785.27833333334,101465.045
1543,89860.66833333333,101438.945
1544,89896.86833333333,101437.685
1545,89868.35833333332,101419.515
1546,89907.05833333333,101383.125
1547,90001.56833333333,101497.025
1548,90068.66833333333,101607.415
1549,90099.51833333333,101480.085
1550,90107.42833333333,101474.955
1551,90007.54833333332,101524.635
1552,89875.94833333333,101551.595
1553,89802.43833333332,101529.065
1554,89890.45833333333,101614.335
1555,89915.49833333332,101647.505
1556,89841.75833333333,101584.065
1557,89802.78833333333,101464.985
1558,89797.86833333333,101474.075
1559,89844.97833333333,101457.055
1560,89916.02833333334,101461.515
1561,89841.18833333332,101479.075
1562,89906.00833333333,101463.335
1563,89932.69833333333,101474.655
1564,90039.67833333333,101463.875
1565,90010.42833333333,101407.725
1566,90077.62833333333,101399.705
1567,90060.22833333333,101413.385
1568,90115.92833333333,101451.065
1569,90091.75833333333,101445.955
1570,90043.18833333332,101409.875
1571,90091.28833333333,101367.565
1572,90014.20833333333,101389.245
1573,90051.05833333333,101398.345
1574,90070.74833333332,101467.315
1575,90080.35833333332,101525.325
1576,90088.78833333333,101444.785
1577,90096.34833333333,101433.105
1578,90047.40833333333,101400.595
1579,89884.17833333333,101491.305
1580,89952.60833333332,101473.285
1581,89980.81833333333,101425.685
1582,90051.09833333333,101445.525
1583,90117.02833333334,101550.095
1584,90051.90833333333,101570.195
1585,90044.37833333333,101604.435
1586,90031.33833333333,101549.305
1587,90046.57833333332,101545.125
1588,89993.86833333333,101494.175
1589,89960.51833333333,101531.215
1590,90013.86833333333,101504.215
1591,90006.28833333333,101550.925
1592,90002.25833333333,101534.425
1593,89997.19833333333,101583.305
1594,90052.35833333332,101594.715
1595,90005.05833333333,101545.365
1596,90041.80833333333,101534.345
1597,89954.82833333332,101569.455
1598,89920.14833333333,101569.925
1599,90008.31833333333,101575.625
1600,90006.57833333332,101637.575
1601,89923.37833333333,101662.175
1602,89928.75833333333,101652.565
1603,89922.62833333333,101609.185
1604,89935.99833333332,101586.285
1605,89984.48833333333,101565.725
1606,89956.92833333333,101625.175
1607,89960.59833333333,101629.015
1608,89969.36833333333,101561.705
1609,89947.81833333333,101554.395
1610,89922.35833333332,101550.415
1611,89876.36833333333,101600.855
1612,89831.36833333333,101623.325
1613,89848.00833333333,101621.715
1614,89899.97833333333,101663.255
1615,89917.50833333333,101617.535
1616,89879.75833333333,101631.365
1617,89757.68833333332,101621.205
1618,89829.73833333333,101674.525
1619,89841.49833333332,101653.675
1620,89781.90833333333,101618.095
1621,89757.89833333333,101571.045
1622,89798.48833333333,101647.055
1623,90221.54833333332,101693.375
1624,90253.55833333333,101636.945
1625,90198.88833333332,101531.075
1626,90239.85833333332,101556.665
1627,90204.52833333334,101497.625
1628,90076.03833333333,101478.485
1629,90013.67833333333,101463.085
1630,90002.92833333333,101551.615
1631,89917.92833333333,101499.095
1632,89994.66833333333,101466.575
1633,89938.63833333332,101420.935
1634,89875.80833333333,101421.345
1635,90095.30833333333,101405.965
1636,90006.36833333333,101408.385
1637,90126.53833333333,101434.115
1638,90060.70833333333,101487.635
1639,90024.33833333333,101414.135
1640,90066.55833333333,101365.045
